"freqCutoff","fracPossibleCodon","fracSNV","fracPossibleAA","fracReachableAA"
1e-07,0.584832451499118,0.922839506172839,0.912698412698413,0.988235294117647
1.25892541179417e-07,0.584303350970018,0.920987654320988,0.912433862433862,0.987330316742081
1.58489319246111e-07,0.583509700176367,0.919753086419753,0.912169312169312,0.987330316742081
1.99526231496888e-07,0.572310405643739,0.919753086419753,0.908201058201058,0.987330316742081
2.51188643150958e-07,0.555820105820106,0.919135802469136,0.902645502645503,0.98552036199095
3.16227766016838e-07,0.518430335097002,0.917901234567901,0.886507936507936,0.983710407239819
3.98107170553497e-07,0.512962962962963,0.917901234567901,0.885978835978836,0.983710407239819
5.01187233627272e-07,0.505467372134039,0.916666666666667,0.884391534391534,0.983710407239819
6.30957344480193e-07,0.489770723104056,0.912962962962963,0.876455026455026,0.981900452488688
7.94328234724282e-07,0.484656084656085,0.910493827160494,0.874867724867725,0.981900452488688
1e-06,0.474338624338624,0.908024691358025,0.869312169312169,0.97737556561086
1.25892541179417e-06,0.468253968253968,0.901851851851852,0.866402116402116,0.975565610859728
1.58489319246111e-06,0.462522045855379,0.898148148148148,0.864021164021164,0.975565610859728
1.99526231496888e-06,0.452821869488536,0.890740740740741,0.856084656084656,0.973755656108597
2.51188643150958e-06,0.445943562610229,0.881481481481482,0.851322751322751,0.969230769230769
3.16227766016838e-06,0.439770723104056,0.871604938271605,0.846296296296296,0.965610859728507
3.98107170553497e-06,0.431746031746032,0.853086419753086,0.842592592592593,0.963800904977376
5.01187233627272e-06,0.424426807760141,0.838888888888889,0.835978835978836,0.958371040723982
6.30957344480193e-06,0.415255731922399,0.822222222222222,0.825661375661376,0.951131221719457
7.94328234724282e-06,0.404144620811287,0.803086419753086,0.812962962962963,0.941176470588235
1e-05,0.39320987654321,0.784567901234568,0.797089947089947,0.932126696832579
1.25892541179417e-05,0.379805996472663,0.765432098765432,0.779365079365079,0.924886877828054
1.58489319246111e-05,0.361728395061728,0.73641975308642,0.755555555555556,0.904977375565611
1.99526231496888e-05,0.343650793650794,0.716666666666667,0.732539682539682,0.895927601809955
2.51188643150958e-05,0.321428571428571,0.687037037037037,0.701851851851852,0.876923076923077
3.16227766016838e-05,0.299382716049383,0.65679012345679,0.66957671957672,0.853393665158371
3.98107170553497e-05,0.275220458553792,0.628395061728395,0.632275132275132,0.825339366515837
5.01187233627273e-05,0.247354497354497,0.590740740740741,0.592328042328042,0.795475113122172
6.30957344480194e-05,0.223456790123457,0.557407407407407,0.544444444444444,0.749321266968326
7.94328234724282e-05,0.195502645502646,0.516666666666667,0.489153439153439,0.69683257918552
1e-04,0.170723104056437,0.473456790123457,0.443386243386243,0.65972850678733
0.000125892541179417,0.141798941798942,0.412962962962963,0.37989417989418,0.590950226244344
0.000158489319246111,0.115079365079365,0.346913580246914,0.325925925925926,0.515837104072398
0.000199526231496888,0.0927689594356261,0.285185185185185,0.275661375661376,0.441628959276018
0.000251188643150958,0.0741622574955908,0.233333333333333,0.23015873015873,0.381900452488688
0.000316227766016838,0.0559964726631393,0.175925925925926,0.184126984126984,0.29683257918552
0.000398107170553497,0.0414462081128748,0.126543209876543,0.141005291005291,0.221719457013575
0.000501187233627273,0.0289241622574956,0.0827160493827161,0.106084656084656,0.154751131221719
0.000630957344480194,0.0202821869488536,0.0518518518518519,0.0798941798941799,0.114932126696833
0.000794328234724282,0.0138447971781305,0.0351851851851852,0.0566137566137566,0.0850678733031674
0.001,0.00978835978835979,0.0240740740740741,0.0417989417989418,0.0615384615384615
0.00125892541179417,0.00679012345679012,0.0185185185185185,0.0261904761904762,0.0398190045248869
0.00158489319246111,0.00423280423280423,0.00987654320987654,0.0171957671957672,0.020814479638009
0.00199526231496888,0.00335097001763668,0.00925925925925926,0.0124338624338624,0.0144796380090498
0.00251188643150958,0.00220458553791887,0.00493827160493827,0.00899470899470899,0.0108597285067873
0.00316227766016838,0.00132275132275132,0.00246913580246914,0.00502645502645503,0.00452488687782805
0.00398107170553498,0.000793650793650794,0.00185185185185185,0.00317460317460317,0.00271493212669683
0.00501187233627272,0.000440917107583774,0.00123456790123457,0.00185185185185185,0.00180995475113122
0.00630957344480194,0.000352733686067019,0.00123456790123457,0.00105820105820106,0.00180995475113122
0.00794328234724282,0.000352733686067019,0.00123456790123457,0.00105820105820106,0.00180995475113122
0.01,8.81834215167549e-05,0.000617283950617284,0.000793650793650794,0.000904977375565611
