"freqCutoff","fracPossibleCodon","fracSNV","fracPossibleAA","fracReachableAA"
1e-07,0.712111328549685,0.968797564687976,0.991519895629485,1
1.25892541179417e-07,0.702000434877147,0.968797564687976,0.991519895629485,1
1.58489319246111e-07,0.684822787562514,0.968036529680365,0.991519895629485,1
1.99526231496888e-07,0.667753859534681,0.967275494672755,0.990867579908676,0.99888765294772
2.51188643150958e-07,0.65220700152207,0.967275494672755,0.990867579908676,0.99888765294772
3.16227766016838e-07,0.641226353555121,0.967275494672755,0.990215264187867,0.99888765294772
3.98107170553497e-07,0.629593389867362,0.967275494672755,0.989889106327463,0.99888765294772
5.01187233627272e-07,0.618069145466406,0.966514459665145,0.989562948467058,0.99888765294772
6.30957344480193e-07,0.606218743205045,0.964992389649924,0.988910632746249,0.99888765294772
7.94328234724282e-07,0.597521200260926,0.964231354642314,0.98825831702544,0.99888765294772
1e-06,0.590237008045227,0.959665144596651,0.987932159165036,0.99888765294772
1.25892541179417e-06,0.582300500108719,0.95738203957382,0.985975212002609,0.99888765294772
1.58489319246111e-06,0.574581430745814,0.9558599695586,0.984670580560992,0.99888765294772
1.99526231496888e-06,0.567188519243314,0.950532724505327,0.982713633398565,0.99888765294772
2.51188643150958e-06,0.560339204174821,0.939878234398782,0.980430528375734,0.99888765294772
3.16227766016838e-06,0.554577081974342,0.933028919330289,0.976842791911285,0.99888765294772
3.98107170553497e-06,0.546640574037834,0.920091324200913,0.975212002609263,0.99888765294772
5.01187233627272e-06,0.538160469667319,0.906392694063927,0.96836268754077,0.99888765294772
6.30957344480193e-06,0.528375733855186,0.885083713850837,0.962165688193085,0.99888765294772
7.94328234724282e-06,0.517938682322244,0.863774733637747,0.956947162426614,0.99888765294772
1e-05,0.508480104370515,0.845509893455099,0.948467058056099,0.997775305895439
1.25892541179417e-05,0.493585562078713,0.828006088280061,0.935094585779517,0.997775305895439
1.58489319246111e-05,0.476299195477278,0.80365296803653,0.916829745596869,0.986651835372636
1.99526231496888e-05,0.457164601000217,0.780060882800609,0.896281800391389,0.979977753058954
2.51188643150958e-05,0.435420743639922,0.745814307458143,0.873124592302674,0.973303670745273
3.16227766016838e-05,0.409001956947162,0.712328767123288,0.84409654272668,0.962180200222469
3.98107170553497e-05,0.379104153076756,0.685692541856925,0.803000652315721,0.947719688542825
5.01187233627273e-05,0.348119156338334,0.662100456621005,0.759295499021526,0.924360400444939
6.30957344480194e-05,0.316373124592303,0.634703196347032,0.710371819960861,0.890989988876529
7.94328234724282e-05,0.279734724940204,0.598934550989346,0.654924983692107,0.85650723025584
1e-04,0.244074798869319,0.563926940639269,0.602413568166993,0.824249165739711
0.000125892541179417,0.207979995651229,0.525114155251142,0.538486627527723,0.773081201334817
0.000158489319246111,0.173950858882366,0.480974124809741,0.473255055446836,0.710789766407119
0.000199526231496888,0.141443792128724,0.420091324200913,0.409980430528376,0.647385984427141
0.000251188643150958,0.114263970428354,0.353881278538813,0.345075016307893,0.562847608453838
0.000316227766016838,0.0875190258751903,0.278538812785388,0.27429876060013,0.468298109010011
0.000398107170553497,0.063383344205262,0.191780821917808,0.219504240052185,0.378197997775306
0.000501187233627273,0.0442487497282018,0.134703196347032,0.172537508153947,0.298109010011123
0.000630957344480194,0.030441400304414,0.0867579908675799,0.129810828440965,0.216907675194661
0.000794328234724282,0.0209828223526854,0.058599695585997,0.0949119373776908,0.151279199110122
0.001,0.0144596651445967,0.0395738203957382,0.0684931506849315,0.110122358175751
0.00125892541179417,0.00945857795172864,0.0273972602739726,0.0417482061317678,0.067853170189099
0.00158489319246111,0.00543596434007393,0.0136986301369863,0.0270711024135682,0.0422691879866518
0.00199526231496888,0.00315285931724288,0.0060882800608828,0.0136986301369863,0.0200222469410456
0.00251188643150958,0.00141335072841922,0.0030441400304414,0.00750163078930202,0.0133481646273637
0.00316227766016838,0.000978473581213307,0.00228310502283105,0.00424005218525766,0.00889877641824249
0.00398107170553498,0.000543596434007393,0.00076103500761035,0.00228310502283105,0.00444938820912125
0.00501187233627272,0.000326157860404436,0,0.00163078930202218,0.00222469410456062
0.00630957344480194,0.000217438573602957,0,0.000978473581213307,0.00111234705228031
0.00794328234724282,0.000108719286801479,0,0.000652315720808871,0
0.01,0,0,0,0
