"","select.static","select.additive","select.multiplicative","nonselect.static","nonselect.additive","nonselect.multiplicative","selWT.static","selWT.additive","selWT.multiplicative","nonWT.static","nonWT.additive","nonWT.multiplicative"
"1",-1.53347708445535,-0.216186803393944,0.931625660713843,-2.3901791831984,-0.243088183341048,0.951459895046404,-1.36272162751325,-0.140963922399376,1.11636148673093,-1.36272162751325,-0.140963922399376,1.11636148673093
"2",-1.70943934213846,-0.150405474393412,0.988019379400726,-1.87933119357233,-0.152317952431336,1.00238829387614,-1.62003074056947,-0.156431669312905,1.00783319766295,-1.62003074056947,-0.156431669312905,1.00783319766295
"3",-1.51727353805105,-0.140348085507102,1.05251844112514,-2.00207994234529,-0.244523564021962,0.969988687427875,-1.2517159660052,-0.208804228140116,1.78630003232894,-1.2517159660052,-0.208804228140116,1.78630003232894
"4",-2.23434792883468,-0.256752788903362,0.887354195015858,-1.5923769170654,-0.177029254414774,1.02202591525981,-1.32672752967503,-0.0765902431183035,1.21035179412139,-1.32672752967503,-0.0765902431183035,1.21035179412139
"5",-1.669441435795,-0.135385921463612,1.10064472188747,-2.04359228704047,-0.150214002719137,1.0895864681749,-1.2356629638383,-0.206400165272958,1.11170043262985,-1.2356629638383,-0.206400165272958,1.11170043262985
"6",-1.72364324411519,-0.165739673374929,1.09989223255329,-2.05113958038777,-0.157253420848681,1.08592747579901,-1.36058100635161,-0.0789182756341067,1.18271826118624,-1.36058100635161,-0.0789182756341067,1.18271826118624
"7",-1.45292285318181,-0.152933192742727,1.03799027564592,-2.08004800345003,-0.170171450853281,1.04672240250667,-1.28083701824987,-0.103155843096042,1.19937766373654,-1.28083701824987,-0.103155843096042,1.19937766373654
"8",-2.43252372507535,-0.148140932552605,1.0709564542309,-1.88234830870898,-0.210349714401435,1.0049965258302,-1.98038198206921,-0.11078176668183,1.1388247538468,-1.98038198206921,-0.11078176668183,1.1388247538468
"9",-1.75508590000086,-0.147094440582865,1.01472395390927,-1.80300232278955,-0.313587279225634,0.893880202894908,-1.34536055452115,-0.125107608761229,1.39294345284172,-1.34536055452115,-0.125107608761229,1.39294345284172
"10",-1.64229539670088,-0.180078918189086,0.962409474099469,-1.57439109052465,-0.133580655204683,1.09381335100651,-1.29503043937674,-0.089875576040054,1.24595424620367,-1.29503043937674,-0.089875576040054,1.24595424620367
"11",-2.21102122949901,-0.204359265840503,0.976609158620514,-1.6280856211224,-0.182234533941434,1.01481381038392,-1.24761396832412,-0.0901025629618131,1.18892241357685,-1.24761396832412,-0.0901025629618131,1.18892241357685
"12",-1.80584697156404,-0.168988490314725,1.0394351300965,-1.8650317910178,-0.159044354160786,1.03281329144329,-1.33395255767043,-0.0695424122845602,1.24518175467801,-1.33395255767043,-0.0695424122845602,1.24518175467801
"13",-1.93340115085511,-0.186060842705,0.955063700905664,-1.94834647849731,-0.143136892024358,1.03476323571576,-1.36058613713314,-0.0592306450938115,1.28379990876011,-1.36058613713314,-0.0592306450938115,1.28379990876011
"14",-2.25238880354591,-0.204508797286834,0.970714351479326,-1.666508880792,-0.144224037610533,1.03793597917251,-2.03520387856143,-0.0648249408384279,1.00193611195448,-2.03520387856143,-0.0648249408384279,1.00193611195448
"15",-2.12740952296621,-0.174151658202589,0.985712674693212,-1.7255933233242,-0.21659254944525,0.976106801132816,-2.4559408812967,-0.0917168595371519,1.08675252855292,-2.4559408812967,-0.0917168595371519,1.08675252855292
"16",-2.1584507993759,-0.159709066813379,0.988569597667649,-1.808794229861,-0.205535363537652,0.984482767869859,-1.34403585523936,-0.0816719082033797,1.13472248012808,-1.34403585523936,-0.0816719082033797,1.13472248012808
"17",-2.08384815076236,-0.145868405947247,0.971890632677357,-1.73100011797034,-0.158108186250289,1.04306103362847,-2.21124664798,-0.101880007373859,1.0671132514595,-2.21124664798,-0.101880007373859,1.0671132514595
"18",-2.06991643897509,-0.196243223900052,0.95331602584977,-1.54493282204732,-0.215491264131627,0.997838622195114,-1.1638279006692,-0.163211622712013,2.02255671484456,-1.1638279006692,-0.163211622712013,2.02255671484456
"19",-2.03670370526736,-0.0672342199168308,0.870211094332958,-1.94526031993311,-0.145579596840308,0.973622219303708,-1.70167095611419,-0.165146420275327,1.12522232793356,-1.70167095611419,-0.165146420275327,1.12522232793356
